orderid,farmer_id,food,Cost,transport,A,B,C,date_harvest,date_deliver,image_path,pre_img_val,rank_in_q
6373,1594,157,225000,0,9900,1900,4100,2018-08-10 19:00:00,2018-08-17 06:00:00,NULL,NULL,NULL
6374,1594,48,726000,0,3800,6800,9500,2018-08-09 23:00:00,2018-08-14 08:00:00,NULL,NULL,NULL
6375,1594,12,1862000,1,6700,7500,9000,2018-07-26 01:00:00,2018-08-01 10:00:00,NULL,NULL,NULL
6376,1594,45,584000,1,9400,8900,400,2018-07-12 20:00:00,2018-07-18 17:00:00,NULL,NULL,NULL
6377,1594,169,434000,1,9400,9600,4500,2018-07-08 09:00:00,2018-07-12 17:00:00,NULL,NULL,NULL
6378,1595,143,529000,0,8900,5200,5900,2018-08-08 05:00:00,2018-08-12 22:00:00,NULL,NULL,NULL
6379,1595,100,28000,0,25,1475,225,2018-07-11 07:00:00,2018-07-15 20:00:00,NULL,NULL,NULL
6380,1595,117,323000,1,7000,6000,5900,2018-08-07 16:00:00,2018-08-12 22:00:00,NULL,NULL,NULL
6381,1595,55,117000,0,2400,50,2175,2018-08-04 02:00:00,2018-08-10 11:00:00,NULL,NULL,NULL
6382,1596,89,124000,1,6600,1200,8100,2018-08-05 07:00:00,2018-08-10 13:00:00,NULL,NULL,NULL
6383,1596,2,398000,0,2000,2600,600,2018-07-07 18:00:00,2018-07-12 18:00:00,NULL,NULL,NULL
6384,1596,115,264000,1,7100,2500,6500,2018-07-31 06:00:00,2018-08-04 08:00:00,NULL,NULL,NULL
6385,1596,87,94000,0,1700,2100,7600,2018-07-30 22:00:00,2018-08-05 03:00:00,NULL,NULL,NULL
6386,1597,21,116000,1,2075,2400,325,2018-07-29 15:00:00,2018-08-04 10:00:00,NULL,NULL,NULL
6387,1597,81,348000,0,7200,7000,5300,2018-07-31 18:00:00,2018-08-06 14:00:00,NULL,NULL,NULL
6388,1597,127,116000,0,2600,1600,3000,2018-07-13 16:00:00,2018-07-20 13:00:00,NULL,NULL,NULL
6389,1597,84,267000,0,6900,9800,2500,2018-07-23 22:00:00,2018-07-29 00:00:00,NULL,NULL,NULL
6390,1598,74,253000,0,1700,6800,10000,2018-08-09 08:00:00,2018-08-14 05:00:00,NULL,NULL,NULL
6391,1598,84,210000,1,6500,3600,7300,2018-07-13 19:00:00,2018-07-18 19:00:00,NULL,NULL,NULL
6392,1598,26,1156000,1,5000,1600,1800,2018-07-31 11:00:00,2018-08-06 15:00:00,NULL,NULL,NULL
6393,1598,49,315000,1,5200,3500,3200,2018-08-01 03:00:00,2018-08-06 19:00:00,NULL,NULL,NULL
6394,1599,16,39000,0,1050,475,2125,2018-07-11 18:00:00,2018-07-16 06:00:00,NULL,NULL,NULL
6395,1599,89,37000,1,300,1600,4200,2018-08-03 06:00:00,2018-08-09 01:00:00,NULL,NULL,NULL
6396,1599,180,251000,1,700,8500,9500,2018-07-16 02:00:00,2018-07-21 12:00:00,NULL,NULL,NULL
6397,1599,104,58000,0,3200,3500,10000,2018-07-12 17:00:00,2018-07-17 07:00:00,NULL,NULL,NULL
6398,1599,34,526000,0,6100,2800,8000,2018-08-09 13:00:00,2018-08-13 18:00:00,NULL,NULL,NULL
6399,1599,1,345000,1,800,2000,6400,2018-08-01 19:00:00,2018-08-05 23:00:00,NULL,NULL,NULL
6400,1600,28,197000,1,1100,1000,2400,2018-07-17 04:00:00,2018-07-23 02:00:00,NULL,NULL,NULL
6401,1600,52,1128000,0,6700,500,9000,2018-07-09 20:00:00,2018-07-13 22:00:00,NULL,NULL,NULL
6402,1600,6,875000,1,2000,7300,8200,2018-07-29 15:00:00,2018-08-05 03:00:00,NULL,NULL,NULL
6403,1601,116,157000,0,500,4800,6500,2018-08-11 23:00:00,2018-08-16 22:00:00,NULL,NULL,NULL
6404,1601,140,47000,0,300,2325,100,2018-07-21 18:00:00,2018-07-26 00:00:00,NULL,NULL,NULL
6405,1601,39,264000,0,1300,9500,7900,2018-07-31 09:00:00,2018-08-06 18:00:00,NULL,NULL,NULL
6406,1601,81,411000,0,9400,5400,9300,2018-08-16 13:00:00,2018-08-20 23:00:00,NULL,NULL,NULL
6407,1602,75,228000,1,500,4900,8700,2018-08-01 19:00:00,2018-08-07 06:00:00,NULL,NULL,NULL
6408,1602,130,177000,1,2100,6800,600,2018-08-17 02:00:00,2018-08-21 07:00:00,NULL,NULL,NULL
6409,1602,158,47000,0,700,1500,3700,2018-08-13 02:00:00,2018-08-19 09:00:00,NULL,NULL,NULL
6410,1603,92,398000,0,775,2325,2025,2018-07-12 15:00:00,2018-07-19 01:00:00,NULL,NULL,NULL
6411,1603,83,323000,1,1900,2800,3600,2018-07-25 04:00:00,2018-07-31 02:00:00,NULL,NULL,NULL
6412,1603,26,1987000,1,5900,8500,300,2018-07-20 20:00:00,2018-07-25 16:00:00,NULL,NULL,NULL
6413,1604,96,171000,1,860,340,900,2018-08-15 01:00:00,2018-08-20 23:00:00,NULL,NULL,NULL
6414,1604,54,402000,0,4700,2400,1300,2018-07-24 10:00:00,2018-07-31 05:00:00,NULL,NULL,NULL
6415,1604,167,220000,1,4200,4500,5100,2018-08-01 22:00:00,2018-08-06 19:00:00,NULL,NULL,NULL
6416,1605,14,272000,0,8100,8600,2400,2018-07-06 09:00:00,2018-07-10 12:00:00,NULL,NULL,NULL
6417,1605,167,347000,0,8600,7700,1600,2018-07-13 04:00:00,2018-07-19 22:00:00,NULL,NULL,NULL
6418,1605,162,210000,1,4100,9300,2400,2018-07-12 16:00:00,2018-07-17 05:00:00,NULL,NULL,NULL
6419,1605,118,260000,0,6400,5100,2100,2018-07-31 16:00:00,2018-08-07 01:00:00,NULL,NULL,NULL
6420,1606,74,339000,1,9600,6700,700,2018-07-27 04:00:00,2018-08-01 16:00:00,NULL,NULL,NULL
6421,1606,33,1063000,0,8300,9200,7400,2018-08-01 02:00:00,2018-08-05 06:00:00,NULL,NULL,NULL
6422,1606,1,372000,0,800,6000,100,2018-08-07 02:00:00,2018-08-12 16:00:00,NULL,NULL,NULL
6423,1607,126,267000,1,7700,6100,8100,2018-08-16 05:00:00,2018-08-20 17:00:00,NULL,NULL,NULL
6424,1607,69,304000,1,1600,8400,5800,2018-07-15 01:00:00,2018-07-20 11:00:00,NULL,NULL,NULL
6425,1607,86,148000,1,3500,5000,2900,2018-08-17 18:00:00,2018-08-22 08:00:00,NULL,NULL,NULL
6426,1608,136,1664000,1,7500,1600,7700,2018-07-31 05:00:00,2018-08-06 20:00:00,NULL,NULL,NULL
6427,1608,72,408000,1,9600,5000,5900,2018-08-09 22:00:00,2018-08-16 07:00:00,NULL,NULL,NULL
6428,1608,16,65000,1,2450,525,2150,2018-08-10 22:00:00,2018-08-17 09:00:00,NULL,NULL,NULL
6429,1609,72,349000,1,8700,3300,5800,2018-07-10 00:00:00,2018-07-15 07:00:00,NULL,NULL,NULL
6430,1609,60,22000,1,300,1375,1500,2018-08-12 08:00:00,2018-08-19 08:00:00,NULL,NULL,NULL
6431,1609,110,63000,0,1525,700,375,2018-08-17 16:00:00,2018-08-24 12:00:00,NULL,NULL,NULL
6432,1609,54,614000,1,3700,5400,7000,2018-08-01 10:00:00,2018-08-07 13:00:00,NULL,NULL,NULL
6433,1610,124,202000,1,3900,2900,6100,2018-08-03 01:00:00,2018-08-09 11:00:00,NULL,NULL,NULL
6434,1610,75,559000,0,8400,10000,9100,2018-07-19 04:00:00,2018-07-26 04:00:00,NULL,NULL,NULL
6435,1610,180,285000,0,4500,7600,4400,2018-08-11 10:00:00,2018-08-18 05:00:00,NULL,NULL,NULL
6436,1610,54,547000,0,2800,3200,10000,2018-08-08 18:00:00,2018-08-12 20:00:00,NULL,NULL,NULL
6437,1610,9,491000,0,5500,1400,2900,2018-07-08 01:00:00,2018-07-14 13:00:00,NULL,NULL,NULL
6438,1611,119,553000,0,6400,8600,6400,2018-08-07 00:00:00,2018-08-13 05:00:00,NULL,NULL,NULL
6439,1611,68,462000,0,7000,9900,4200,2018-07-28 13:00:00,2018-08-04 03:00:00,NULL,NULL,NULL
6440,1611,21,46000,1,450,950,1100,2018-07-14 15:00:00,2018-07-20 23:00:00,NULL,NULL,NULL
6441,1611,153,1994000,1,4600,8500,8800,2018-08-12 20:00:00,2018-08-19 16:00:00,NULL,NULL,NULL
6442,1612,172,423000,1,7500,5500,7700,2018-07-20 05:00:00,2018-07-26 13:00:00,NULL,NULL,NULL
6443,1612,43,499000,1,700,8100,9200,2018-08-10 21:00:00,2018-08-16 18:00:00,NULL,NULL,NULL
6444,1612,175,208000,1,2800,3500,3900,2018-08-16 23:00:00,2018-08-23 13:00:00,NULL,NULL,NULL
6445,1612,80,198000,0,3600,4500,4100,2018-08-06 18:00:00,2018-08-13 15:00:00,NULL,NULL,NULL
6446,1612,11,291000,0,75,1825,200,2018-07-10 04:00:00,2018-07-14 14:00:00,NULL,NULL,NULL
6447,1612,35,226000,0,300,4500,7200,2018-08-05 11:00:00,2018-08-11 05:00:00,NULL,NULL,NULL
6448,1612,115,262000,0,2300,6600,9600,2018-07-12 05:00:00,2018-07-17 12:00:00,NULL,NULL,NULL
6449,1612,5,382000,1,1100,2100,4700,2018-07-26 22:00:00,2018-07-31 02:00:00,NULL,NULL,NULL
6450,1613,48,258000,1,2300,1300,2700,2018-07-19 17:00:00,2018-07-25 16:00:00,NULL,NULL,NULL
6451,1613,125,178000,0,1300,7000,8700,2018-07-20 08:00:00,2018-07-24 12:00:00,NULL,NULL,NULL
6452,1613,65,24000,0,950,800,1550,2018-08-07 13:00:00,2018-08-12 08:00:00,NULL,NULL,NULL
6453,1613,55,96000,1,1800,1075,350,2018-08-14 06:00:00,2018-08-18 10:00:00,NULL,NULL,NULL
6454,1613,134,625000,1,10000,5000,9700,2018-07-16 08:00:00,2018-07-22 00:00:00,NULL,NULL,NULL
6455,1613,101,717000,0,6500,500,8500,2018-07-10 15:00:00,2018-07-15 11:00:00,NULL,NULL,NULL
6456,1614,11,387000,1,450,1775,825,2018-08-05 12:00:00,2018-08-10 15:00:00,NULL,NULL,NULL
6457,1614,114,478000,1,8000,6500,9000,2018-08-06 19:00:00,2018-08-10 23:00:00,NULL,NULL,NULL
6458,1614,46,304000,1,8400,1600,8900,2018-08-02 07:00:00,2018-08-09 01:00:00,NULL,NULL,NULL
6459,1615,167,392000,0,9400,5000,9700,2018-07-20 20:00:00,2018-07-25 05:00:00,NULL,NULL,NULL
6460,1615,100,67000,0,1250,1950,550,2018-07-26 01:00:00,2018-07-31 21:00:00,NULL,NULL,NULL
6461,1615,132,177000,1,2300,2200,8700,2018-08-11 18:00:00,2018-08-16 07:00:00,NULL,NULL,NULL
6462,1615,132,190000,1,4100,4700,1600,2018-07-20 09:00:00,2018-07-24 11:00:00,NULL,NULL,NULL
6463,1616,114,480000,1,8800,5700,8200,2018-07-22 06:00:00,2018-07-27 04:00:00,NULL,NULL,NULL
6464,1616,103,188000,1,2100,7600,7800,2018-07-24 16:00:00,2018-07-29 06:00:00,NULL,NULL,NULL
6465,1616,109,185000,0,1300,5000,7100,2018-07-30 06:00:00,2018-08-03 13:00:00,NULL,NULL,NULL
6466,1616,63,112000,1,2700,1400,6400,2018-08-13 13:00:00,2018-08-20 07:00:00,NULL,NULL,NULL
6467,1616,3,368000,0,2300,3300,8100,2018-08-14 07:00:00,2018-08-20 10:00:00,NULL,NULL,NULL
6468,1617,46,284000,1,3400,9900,2700,2018-07-29 02:00:00,2018-08-02 22:00:00,NULL,NULL,NULL
6469,1617,103,202000,0,6600,5700,1400,2018-07-21 00:00:00,2018-07-27 16:00:00,NULL,NULL,NULL
6470,1617,43,645000,1,9300,2100,6900,2018-08-03 12:00:00,2018-08-09 16:00:00,NULL,NULL,NULL
6471,1618,121,416000,1,7700,6600,3600,2018-07-06 09:00:00,2018-07-11 03:00:00,NULL,NULL,NULL
6472,1618,53,1278000,0,7500,6500,7600,2018-07-23 08:00:00,2018-07-30 01:00:00,NULL,NULL,NULL
6473,1618,22,8181000,1,6900,6800,5400,2018-07-04 03:00:00,2018-07-09 23:00:00,NULL,NULL,NULL
6474,1619,29,552000,0,5700,3600,2100,2018-07-08 03:00:00,2018-07-13 06:00:00,NULL,NULL,NULL
6475,1619,122,274000,1,6500,6900,400,2018-07-08 10:00:00,2018-07-12 18:00:00,NULL,NULL,NULL
6476,1619,126,215000,0,7000,2100,8600,2018-08-10 21:00:00,2018-08-17 13:00:00,NULL,NULL,NULL
6477,1619,167,221000,1,5200,2900,5800,2018-08-05 11:00:00,2018-08-11 06:00:00,NULL,NULL,NULL
6478,1620,9,786000,1,6800,6700,1300,2018-07-05 22:00:00,2018-07-12 14:00:00,NULL,NULL,NULL
6479,1620,76,278000,1,5700,4700,6400,2018-07-17 18:00:00,2018-07-23 22:00:00,NULL,NULL,NULL
6480,1620,102,191000,1,4500,4100,1800,2018-08-05 07:00:00,2018-08-10 00:00:00,NULL,NULL,NULL
6481,1620,178,151000,0,1700,1700,8900,2018-08-07 12:00:00,2018-08-11 15:00:00,NULL,NULL,NULL
6482,1621,153,1261000,1,4000,6100,700,2018-08-01 04:00:00,2018-08-07 19:00:00,NULL,NULL,NULL
6483,1621,146,455000,1,7700,4900,4800,2018-07-18 14:00:00,2018-07-25 07:00:00,NULL,NULL,NULL
6484,1621,142,1134000,0,2400,9600,5700,2018-08-16 20:00:00,2018-08-21 17:00:00,NULL,NULL,NULL
6485,1622,52,1355000,0,7700,1800,9200,2018-07-27 09:00:00,2018-07-31 10:00:00,NULL,NULL,NULL
6486,1622,20,491000,1,4400,900,1200,2018-08-05 17:00:00,2018-08-11 12:00:00,NULL,NULL,NULL
6487,1622,12,818000,0,1400,6700,1100,2018-07-27 14:00:00,2018-07-31 23:00:00,NULL,NULL,NULL
6488,1623,39,256000,1,4900,6200,3500,2018-08-05 08:00:00,2018-08-11 13:00:00,NULL,NULL,NULL
6489,1623,33,888000,1,7900,4900,8600,2018-07-24 15:00:00,2018-07-30 12:00:00,NULL,NULL,NULL
6490,1623,35,286000,0,3700,1100,9300,2018-07-23 08:00:00,2018-07-29 05:00:00,NULL,NULL,NULL
6491,1623,115,290000,1,6900,7000,600,2018-07-16 02:00:00,2018-07-22 14:00:00,NULL,NULL,NULL
6492,1624,51,815000,0,5900,10000,900,2018-08-11 04:00:00,2018-08-17 12:00:00,NULL,NULL,NULL
6493,1624,137,273000,1,5600,2800,500,2018-08-06 14:00:00,2018-08-11 00:00:00,NULL,NULL,NULL
6494,1624,18,329000,0,9300,4300,8200,2018-07-22 12:00:00,2018-07-28 18:00:00,NULL,NULL,NULL
6495,1624,37,180000,1,400,2500,5600,2018-07-06 17:00:00,2018-07-11 11:00:00,NULL,NULL,NULL
6496,1624,126,97000,1,4400,700,1900,2018-07-13 22:00:00,2018-07-19 15:00:00,NULL,NULL,NULL
6497,1625,135,36000,0,25,1050,1925,2018-07-08 09:00:00,2018-07-13 03:00:00,NULL,NULL,NULL
6498,1625,79,114000,0,5000,2200,7800,2018-07-16 19:00:00,2018-07-22 23:00:00,NULL,NULL,NULL
6499,1625,15,322000,1,7500,6600,2500,2018-07-20 07:00:00,2018-07-26 16:00:00,NULL,NULL,NULL
6500,1625,44,164000,1,1800,2900,1600,2018-08-15 08:00:00,2018-08-20 10:00:00,NULL,NULL,NULL
6501,1626,118,174000,0,1100,5200,5800,2018-07-19 12:00:00,2018-07-24 14:00:00,NULL,NULL,NULL
6502,1626,87,166000,1,5100,5300,5800,2018-08-13 12:00:00,2018-08-20 04:00:00,NULL,NULL,NULL
6503,1626,117,362000,1,9700,2200,9400,2018-08-09 21:00:00,2018-08-13 22:00:00,NULL,NULL,NULL
6504,1627,177,499000,0,3600,4800,9300,2018-08-05 17:00:00,2018-08-10 15:00:00,NULL,NULL,NULL
6505,1627,139,28000,1,7800,600,10000,2018-07-22 23:00:00,2018-07-29 22:00:00,NULL,NULL,NULL
6506,1627,134,516000,1,5300,8200,8600,2018-07-28 17:00:00,2018-08-03 07:00:00,NULL,NULL,NULL
6507,1628,47,305000,1,3200,4400,2300,2018-08-04 08:00:00,2018-08-08 22:00:00,NULL,NULL,NULL
6508,1628,64,395000,0,6200,2000,8800,2018-07-27 10:00:00,2018-08-02 17:00:00,NULL,NULL,NULL
6509,1628,94,85000,1,380,870,1000,2018-07-10 04:00:00,2018-07-16 08:00:00,NULL,NULL,NULL
6510,1628,31,1353000,1,4000,7600,8600,2018-08-03 13:00:00,2018-08-10 03:00:00,NULL,NULL,NULL
6511,1629,127,166000,1,2700,4600,2400,2018-07-28 12:00:00,2018-08-02 18:00:00,NULL,NULL,NULL
6512,1629,178,258000,0,1900,8300,6700,2018-07-06 05:00:00,2018-07-11 10:00:00,NULL,NULL,NULL
6513,1629,66,1177000,0,5100,7500,4800,2018-08-03 02:00:00,2018-08-07 17:00:00,NULL,NULL,NULL
6514,1630,57,79000,1,1275,1275,25,2018-07-27 19:00:00,2018-08-01 16:00:00,NULL,NULL,NULL
6515,1630,151,623000,0,9300,1600,100,2018-07-17 20:00:00,2018-07-23 07:00:00,NULL,NULL,NULL
6516,1630,44,489000,0,9200,5900,1400,2018-07-31 20:00:00,2018-08-06 07:00:00,NULL,NULL,NULL
6517,1630,36,561000,1,8400,9400,8500,2018-07-19 21:00:00,2018-07-25 03:00:00,NULL,NULL,NULL
6518,1631,178,381000,0,7000,7000,10000,2018-07-28 18:00:00,2018-08-02 23:00:00,NULL,NULL,NULL
6519,1631,5,902000,0,4500,8100,1500,2018-08-07 08:00:00,2018-08-12 19:00:00,NULL,NULL,NULL
6520,1631,179,284000,0,6000,3400,3000,2018-07-12 03:00:00,2018-07-18 19:00:00,NULL,NULL,NULL
6521,1631,9,290000,0,1700,3700,100,2018-07-23 23:00:00,2018-07-30 18:00:00,NULL,NULL,NULL
6522,1632,95,77000,0,900,360,330,2018-07-23 14:00:00,2018-07-29 16:00:00,NULL,NULL,NULL
6523,1632,123,134000,0,1000,2400,7300,2018-07-30 18:00:00,2018-08-04 03:00:00,NULL,NULL,NULL
6524,1632,150,333000,1,9300,5500,2100,2018-08-17 05:00:00,2018-08-22 15:00:00,NULL,NULL,NULL
6525,1633,150,341000,0,3900,9200,9400,2018-07-28 00:00:00,2018-08-01 21:00:00,NULL,NULL,NULL
6526,1633,34,623000,1,6000,6600,6600,2018-07-28 00:00:00,2018-08-03 02:00:00,NULL,NULL,NULL
6527,1633,34,842000,0,8900,8200,6600,2018-07-07 01:00:00,2018-07-13 01:00:00,NULL,NULL,NULL
6528,1634,70,554000,0,6300,8000,3600,2018-07-20 02:00:00,2018-07-26 16:00:00,NULL,NULL,NULL
6529,1634,27,510000,0,4200,5500,7100,2018-08-10 16:00:00,2018-08-15 00:00:00,NULL,NULL,NULL
6530,1634,29,703000,0,3200,8700,5200,2018-08-11 13:00:00,2018-08-16 00:00:00,NULL,NULL,NULL
6531,1635,82,109000,0,400,100,3400,2018-07-11 13:00:00,2018-07-17 08:00:00,NULL,NULL,NULL
6532,1635,55,120000,1,1975,1700,400,2018-08-14 07:00:00,2018-08-19 01:00:00,NULL,NULL,NULL
6533,1635,108,271000,0,6500,4800,3200,2018-07-04 14:00:00,2018-07-10 10:00:00,NULL,NULL,NULL
6534,1636,27,396000,1,5200,300,8000,2018-08-09 06:00:00,2018-08-13 15:00:00,NULL,NULL,NULL
6535,1636,94,57000,0,30,790,900,2018-07-07 02:00:00,2018-07-13 23:00:00,NULL,NULL,NULL
6536,1636,140,65000,1,625,2275,1175,2018-07-14 10:00:00,2018-07-19 01:00:00,NULL,NULL,NULL
6537,1637,55,105000,1,1175,1350,1950,2018-08-04 05:00:00,2018-08-09 20:00:00,NULL,NULL,NULL
6538,1637,174,1913000,0,7100,3700,9400,2018-07-12 23:00:00,2018-07-18 21:00:00,NULL,NULL,NULL
6539,1637,173,45000,1,1650,775,1050,2018-07-29 13:00:00,2018-08-05 09:00:00,NULL,NULL,NULL
6540,1638,52,1282000,1,7200,1800,8400,2018-07-12 00:00:00,2018-07-18 09:00:00,NULL,NULL,NULL
6541,1638,39,142000,0,2000,4600,1600,2018-07-15 10:00:00,2018-07-20 13:00:00,NULL,NULL,NULL
6542,1638,171,1308000,1,5500,4100,2200,2018-07-10 18:00:00,2018-07-14 20:00:00,NULL,NULL,NULL
6543,1638,96,120000,1,740,120,470,2018-08-01 10:00:00,2018-08-06 08:00:00,NULL,NULL,NULL
6544,1639,88,262000,1,5100,9100,7600,2018-08-07 01:00:00,2018-08-11 06:00:00,NULL,NULL,NULL
6545,1639,127,149000,1,4800,1300,1200,2018-07-13 23:00:00,2018-07-19 06:00:00,NULL,NULL,NULL
6546,1639,177,372000,0,1000,5400,7100,2018-07-12 13:00:00,2018-07-18 07:00:00,NULL,NULL,NULL
6547,1640,167,158000,0,700,3900,7500,2018-07-23 05:00:00,2018-07-29 06:00:00,NULL,NULL,NULL
6548,1640,34,232000,1,500,3500,4700,2018-08-14 19:00:00,2018-08-21 19:00:00,NULL,NULL,NULL
6549,1640,53,543000,1,2400,3100,5200,2018-07-17 21:00:00,2018-07-22 21:00:00,NULL,NULL,NULL
6550,1641,109,301000,0,2800,9400,8100,2018-08-12 22:00:00,2018-08-17 01:00:00,NULL,NULL,NULL
6551,1641,179,471000,1,8700,8400,2400,2018-07-12 01:00:00,2018-07-18 19:00:00,NULL,NULL,NULL
6552,1641,146,478000,0,8400,2500,7900,2018-08-09 14:00:00,2018-08-15 20:00:00,NULL,NULL,NULL
6553,1641,45,157000,1,2400,1800,1700,2018-08-10 09:00:00,2018-08-14 10:00:00,NULL,NULL,NULL
6554,1642,175,169000,0,600,5700,2100,2018-08-01 22:00:00,2018-08-08 11:00:00,NULL,NULL,NULL
6555,1642,33,552000,1,4700,1200,9500,2018-07-08 06:00:00,2018-07-13 03:00:00,NULL,NULL,NULL
6556,1642,180,276000,0,8800,100,7000,2018-07-21 09:00:00,2018-07-27 11:00:00,NULL,NULL,NULL
6557,1642,12,1418000,0,5900,6200,4300,2018-07-10 12:00:00,2018-07-14 18:00:00,NULL,NULL,NULL
6558,1643,50,182000,1,1500,5200,5800,2018-08-08 14:00:00,2018-08-13 18:00:00,NULL,NULL,NULL
6559,1643,128,15000,0,225,1450,175,2018-07-21 06:00:00,2018-07-28 06:00:00,NULL,NULL,NULL
6560,1643,45,467000,1,8700,5400,2000,2018-07-17 05:00:00,2018-07-21 18:00:00,NULL,NULL,NULL
6561,1644,135,82000,1,2450,450,1875,2018-07-11 00:00:00,2018-07-15 03:00:00,NULL,NULL,NULL
6562,1644,11,263000,0,900,200,950,2018-07-20 18:00:00,2018-07-27 01:00:00,NULL,NULL,NULL
6563,1644,143,447000,0,5300,9000,1300,2018-08-11 03:00:00,2018-08-16 21:00:00,NULL,NULL,NULL
6564,1644,128,23000,0,250,1850,925,2018-08-15 21:00:00,2018-08-21 03:00:00,NULL,NULL,NULL
6565,1644,137,612000,0,7300,8400,10000,2018-07-25 01:00:00,2018-07-29 06:00:00,NULL,NULL,NULL
6566,1644,145,261000,0,7800,3900,1700,2018-07-30 23:00:00,2018-08-04 18:00:00,NULL,NULL,NULL
6567,1644,80,250000,0,1900,8800,5500,2018-07-15 20:00:00,2018-07-22 16:00:00,NULL,NULL,NULL
6568,1644,130,73000,0,2200,900,700,2018-07-04 01:00:00,2018-07-10 11:00:00,NULL,NULL,NULL
6569,1645,68,263000,0,300,8700,5600,2018-07-28 08:00:00,2018-08-04 07:00:00,NULL,NULL,NULL
6570,1645,159,142000,1,7300,1400,3900,2018-07-11 08:00:00,2018-07-17 00:00:00,NULL,NULL,NULL
6571,1645,112,310000,1,2000,300,75,2018-08-10 10:00:00,2018-08-16 08:00:00,NULL,NULL,NULL
6572,1646,115,385000,0,8800,7500,4900,2018-07-06 13:00:00,2018-07-11 13:00:00,NULL,NULL,NULL
6573,1646,161,140000,0,2200,7000,1700,2018-07-26 12:00:00,2018-07-30 13:00:00,NULL,NULL,NULL
6574,1646,95,77000,1,500,740,740,2018-07-04 19:00:00,2018-07-11 19:00:00,NULL,NULL,NULL
6575,1647,96,195000,1,890,910,280,2018-08-07 01:00:00,2018-08-14 01:00:00,NULL,NULL,NULL
6576,1647,7,918000,0,6000,8300,7900,2018-07-11 20:00:00,2018-07-16 00:00:00,NULL,NULL,NULL
6577,1647,79,88000,0,4200,3800,1600,2018-07-21 04:00:00,2018-07-25 12:00:00,NULL,NULL,NULL
6578,1648,10,152000,1,1150,1100,1525,2018-08-09 00:00:00,2018-08-14 08:00:00,NULL,NULL,NULL
6579,1648,174,972000,0,5400,100,3900,2018-08-08 08:00:00,2018-08-13 02:00:00,NULL,NULL,NULL
6580,1648,70,659000,0,5700,9400,8500,2018-08-15 00:00:00,2018-08-21 14:00:00,NULL,NULL,NULL
6581,1648,34,472000,0,3400,4300,9100,2018-07-09 17:00:00,2018-07-16 13:00:00,NULL,NULL,NULL
6582,1648,103,190000,1,1800,7200,8700,2018-08-14 12:00:00,2018-08-20 15:00:00,NULL,NULL,NULL
6583,1649,19,177000,1,4600,3800,3000,2018-07-18 22:00:00,2018-07-25 12:00:00,NULL,NULL,NULL
6584,1649,171,1842000,1,8000,3000,6400,2018-08-16 17:00:00,2018-08-21 10:00:00,NULL,NULL,NULL
6585,1649,2,683000,1,3100,4600,1900,2018-07-17 12:00:00,2018-07-23 14:00:00,NULL,NULL,NULL
6586,1649,88,101000,0,3400,1200,3400,2018-07-28 22:00:00,2018-08-02 03:00:00,NULL,NULL,NULL
6587,1650,8,613000,0,4600,7500,3700,2018-07-27 04:00:00,2018-07-31 20:00:00,NULL,NULL,NULL
6588,1650,87,105000,0,900,4000,8500,2018-07-18 06:00:00,2018-07-23 07:00:00,NULL,NULL,NULL
6589,1650,78,729000,0,7200,3400,7200,2018-07-25 17:00:00,2018-07-31 23:00:00,NULL,NULL,NULL
6590,1651,31,1537000,1,4800,9500,6500,2018-08-01 19:00:00,2018-08-07 16:00:00,NULL,NULL,NULL
6591,1651,129,1262000,0,9100,4600,1800,2018-07-31 07:00:00,2018-08-04 11:00:00,NULL,NULL,NULL
6592,1651,3,749000,1,8100,9900,1100,2018-07-10 02:00:00,2018-07-16 10:00:00,NULL,NULL,NULL
6593,1651,45,354000,1,3300,4200,9600,2018-08-15 08:00:00,2018-08-20 13:00:00,NULL,NULL,NULL
6594,1652,170,26000,1,1300,975,550,2018-08-09 02:00:00,2018-08-13 12:00:00,NULL,NULL,NULL
6595,1652,95,53000,1,230,510,720,2018-08-01 11:00:00,2018-08-06 16:00:00,NULL,NULL,NULL
6596,1652,155,112000,0,5400,3100,100,2018-07-04 15:00:00,2018-07-09 06:00:00,NULL,NULL,NULL
6597,1652,91,6000,1,530,350,710,2018-07-13 04:00:00,2018-07-19 17:00:00,NULL,NULL,NULL
6598,1653,167,75000,1,1200,700,3600,2018-07-24 09:00:00,2018-07-29 12:00:00,NULL,NULL,NULL
6599,1653,136,1732000,0,6600,5200,4800,2018-07-31 20:00:00,2018-08-07 18:00:00,NULL,NULL,NULL
6600,1653,136,969000,1,1700,3500,6500,2018-08-15 02:00:00,2018-08-21 10:00:00,NULL,NULL,NULL
6601,1653,164,468000,0,5100,3500,900,2018-08-11 02:00:00,2018-08-16 23:00:00,NULL,NULL,NULL
6602,1654,105,416000,1,9100,7200,8500,2018-07-21 12:00:00,2018-07-28 01:00:00,NULL,NULL,NULL
6603,1654,99,386000,1,9800,4400,7600,2018-08-01 19:00:00,2018-08-07 05:00:00,NULL,NULL,NULL
6604,1654,103,194000,0,5000,3700,8200,2018-08-14 03:00:00,2018-08-20 00:00:00,NULL,NULL,NULL
6605,1654,110,29000,0,75,175,2100,2018-08-04 15:00:00,2018-08-08 20:00:00,NULL,NULL,NULL
